image_id,split,sat_image_path,mask_path
106676,train,train/images/106676_sat.jpg,train/masks/106676_mask.png
106718,train,train/images/106718_sat.jpg,train/masks/106718_mask.png
106737,train,train/images/106737_sat.jpg,train/masks/106737_mask.png
106741,train,train/images/106741_sat.jpg,train/masks/106741_mask.png
106797,train,train/images/106797_sat.jpg,train/masks/106797_mask.png
107030,train,train/images/107030_sat.jpg,train/masks/107030_mask.png
10716,train,train/images/10716_sat.jpg,train/masks/10716_mask.png
107412,train,train/images/107412_sat.jpg,train/masks/107412_mask.png
107469,train,train/images/107469_sat.jpg,train/masks/107469_mask.png
107582,train,train/images/107582_sat.jpg,train/masks/107582_mask.png
107770,train,train/images/107770_sat.jpg,train/masks/107770_mask.png
107853,train,train/images/107853_sat.jpg,train/masks/107853_mask.png
10802,train,train/images/10802_sat.jpg,train/masks/10802_mask.png
108254,train,train/images/108254_sat.jpg,train/masks/108254_mask.png
108504,train,train/images/108504_sat.jpg,train/masks/108504_mask.png
109094,train,train/images/109094_sat.jpg,train/masks/109094_mask.png
109263,train,train/images/109263_sat.jpg,train/masks/109263_mask.png
109493,train,train/images/109493_sat.jpg,train/masks/109493_mask.png
109757,train,train/images/109757_sat.jpg,train/masks/109757_mask.png
109778,train,train/images/109778_sat.jpg,train/masks/109778_mask.png
109856,train,train/images/109856_sat.jpg,train/masks/109856_mask.png
109889,train,train/images/109889_sat.jpg,train/masks/109889_mask.png
109942,train,train/images/109942_sat.jpg,train/masks/109942_mask.png
110190,train,train/images/110190_sat.jpg,train/masks/110190_mask.png
110236,train,train/images/110236_sat.jpg,train/masks/110236_mask.png
110277,train,train/images/110277_sat.jpg,train/masks/110277_mask.png
110521,train,train/images/110521_sat.jpg,train/masks/110521_mask.png
110680,train,train/images/110680_sat.jpg,train/masks/110680_mask.png
110742,train,train/images/110742_sat.jpg,train/masks/110742_mask.png
110849,train,train/images/110849_sat.jpg,train/masks/110849_mask.png
111121,train,train/images/111121_sat.jpg,train/masks/111121_mask.png
111140,train,train/images/111140_sat.jpg,train/masks/111140_mask.png
111202,train,train/images/111202_sat.jpg,train/masks/111202_mask.png
111475,train,train/images/111475_sat.jpg,train/masks/111475_mask.png
11168,train,train/images/11168_sat.jpg,train/masks/11168_mask.png
112256,train,train/images/112256_sat.jpg,train/masks/112256_mask.png
112762,train,train/images/112762_sat.jpg,train/masks/112762_mask.png
112946,train,train/images/112946_sat.jpg,train/masks/112946_mask.png
113044,train,train/images/113044_sat.jpg,train/masks/113044_mask.png
113050,train,train/images/113050_sat.jpg,train/masks/113050_mask.png
113164,train,train/images/113164_sat.jpg,train/masks/113164_mask.png
113184,train,train/images/113184_sat.jpg,train/masks/113184_mask.png
113252,train,train/images/113252_sat.jpg,train/masks/113252_mask.png
113257,train,train/images/113257_sat.jpg,train/masks/113257_mask.png
113288,train,train/images/113288_sat.jpg,train/masks/113288_mask.png
113817,train,train/images/113817_sat.jpg,train/masks/113817_mask.png
113,train,train/images/113_sat.jpg,train/masks/113_mask.png
114197,train,train/images/114197_sat.jpg,train/masks/114197_mask.png
114285,train,train/images/114285_sat.jpg,train/masks/114285_mask.png
114405,train,train/images/114405_sat.jpg,train/masks/114405_mask.png
114487,train,train/images/114487_sat.jpg,train/masks/114487_mask.png
11480,train,train/images/11480_sat.jpg,train/masks/11480_mask.png
115334,train,train/images/115334_sat.jpg,train/masks/115334_mask.png
11545,train,train/images/11545_sat.jpg,train/masks/11545_mask.png
115576,train,train/images/115576_sat.jpg,train/masks/115576_mask.png
11570,train,train/images/11570_sat.jpg,train/masks/11570_mask.png
116231,train,train/images/116231_sat.jpg,train/masks/116231_mask.png
116293,train,train/images/116293_sat.jpg,train/masks/116293_mask.png
116352,train,train/images/116352_sat.jpg,train/masks/116352_mask.png
116637,train,train/images/116637_sat.jpg,train/masks/116637_mask.png
116658,train,train/images/116658_sat.jpg,train/masks/116658_mask.png
116753,train,train/images/116753_sat.jpg,train/masks/116753_mask.png
117090,train,train/images/117090_sat.jpg,train/masks/117090_mask.png
117283,train,train/images/117283_sat.jpg,train/masks/117283_mask.png
117332,train,train/images/117332_sat.jpg,train/masks/117332_mask.png
117357,train,train/images/117357_sat.jpg,train/masks/117357_mask.png
117414,train,train/images/117414_sat.jpg,train/masks/117414_mask.png
117888,train,train/images/117888_sat.jpg,train/masks/117888_mask.png
118005,train,train/images/118005_sat.jpg,train/masks/118005_mask.png
118108,train,train/images/118108_sat.jpg,train/masks/118108_mask.png
118131,train,train/images/118131_sat.jpg,train/masks/118131_mask.png
118164,train,train/images/118164_sat.jpg,train/masks/118164_mask.png
118430,train,train/images/118430_sat.jpg,train/masks/118430_mask.png
118595,train,train/images/118595_sat.jpg,train/masks/118595_mask.png
118736,train,train/images/118736_sat.jpg,train/masks/118736_mask.png
118788,train,train/images/118788_sat.jpg,train/masks/118788_mask.png
118856,train,train/images/118856_sat.jpg,train/masks/118856_mask.png
119004,train,train/images/119004_sat.jpg,train/masks/119004_mask.png
119120,train,train/images/119120_sat.jpg,train/masks/119120_mask.png
119557,train,train/images/119557_sat.jpg,train/masks/119557_mask.png
119603,train,train/images/119603_sat.jpg,train/masks/119603_mask.png
119673,train,train/images/119673_sat.jpg,train/masks/119673_mask.png
119892,train,train/images/119892_sat.jpg,train/masks/119892_mask.png
120056,train,train/images/120056_sat.jpg,train/masks/120056_mask.png
120065,train,train/images/120065_sat.jpg,train/masks/120065_mask.png
120139,train,train/images/120139_sat.jpg,train/masks/120139_mask.png
12023,train,train/images/12023_sat.jpg,train/masks/12023_mask.png
120286,train,train/images/120286_sat.jpg,train/masks/120286_mask.png
120769,train,train/images/120769_sat.jpg,train/masks/120769_mask.png
120778,train,train/images/120778_sat.jpg,train/masks/120778_mask.png
120855,train,train/images/120855_sat.jpg,train/masks/120855_mask.png
121117,train,train/images/121117_sat.jpg,train/masks/121117_mask.png
121240,train,train/images/121240_sat.jpg,train/masks/121240_mask.png
121541,train,train/images/121541_sat.jpg,train/masks/121541_mask.png
121763,train,train/images/121763_sat.jpg,train/masks/121763_mask.png
121860,train,train/images/121860_sat.jpg,train/masks/121860_mask.png
121994,train,train/images/121994_sat.jpg,train/masks/121994_mask.png
122232,train,train/images/122232_sat.jpg,train/masks/122232_mask.png
122312,train,train/images/122312_sat.jpg,train/masks/122312_mask.png
122401,train,train/images/122401_sat.jpg,train/masks/122401_mask.png
122537,train,train/images/122537_sat.jpg,train/masks/122537_mask.png
122555,train,train/images/122555_sat.jpg,train/masks/122555_mask.png
122817,train,train/images/122817_sat.jpg,train/masks/122817_mask.png
122885,train,train/images/122885_sat.jpg,train/masks/122885_mask.png
122953,train,train/images/122953_sat.jpg,train/masks/122953_mask.png
122985,train,train/images/122985_sat.jpg,train/masks/122985_mask.png
123067,train,train/images/123067_sat.jpg,train/masks/123067_mask.png
123079,train,train/images/123079_sat.jpg,train/masks/123079_mask.png
123343,train,train/images/123343_sat.jpg,train/masks/123343_mask.png
123352,train,train/images/123352_sat.jpg,train/masks/123352_mask.png
12347,train,train/images/12347_sat.jpg,train/masks/12347_mask.png
123618,train,train/images/123618_sat.jpg,train/masks/123618_mask.png
123948,train,train/images/123948_sat.jpg,train/masks/123948_mask.png
124016,train,train/images/124016_sat.jpg,train/masks/124016_mask.png
124192,train,train/images/124192_sat.jpg,train/masks/124192_mask.png
124277,train,train/images/124277_sat.jpg,train/masks/124277_mask.png
124315,train,train/images/124315_sat.jpg,train/masks/124315_mask.png
124319,train,train/images/124319_sat.jpg,train/masks/124319_mask.png
124545,train,train/images/124545_sat.jpg,train/masks/124545_mask.png
124989,train,train/images/124989_sat.jpg,train/masks/124989_mask.png
125426,train,train/images/125426_sat.jpg,train/masks/125426_mask.png
125885,train,train/images/125885_sat.jpg,train/masks/125885_mask.png
125960,train,train/images/125960_sat.jpg,train/masks/125960_mask.png
126082,train,train/images/126082_sat.jpg,train/masks/126082_mask.png
126309,train,train/images/126309_sat.jpg,train/masks/126309_mask.png
126358,train,train/images/126358_sat.jpg,train/masks/126358_mask.png
126481,train,train/images/126481_sat.jpg,train/masks/126481_mask.png
126492,train,train/images/126492_sat.jpg,train/masks/126492_mask.png
126572,train,train/images/126572_sat.jpg,train/masks/126572_mask.png
126734,train,train/images/126734_sat.jpg,train/masks/126734_mask.png
126847,train,train/images/126847_sat.jpg,train/masks/126847_mask.png
127242,train,train/images/127242_sat.jpg,train/masks/127242_mask.png
127271,train,train/images/127271_sat.jpg,train/masks/127271_mask.png
127416,train,train/images/127416_sat.jpg,train/masks/127416_mask.png
127572,train,train/images/127572_sat.jpg,train/masks/127572_mask.png
127647,train,train/images/127647_sat.jpg,train/masks/127647_mask.png
127763,train,train/images/127763_sat.jpg,train/masks/127763_mask.png
127924,train,train/images/127924_sat.jpg,train/masks/127924_mask.png
12810,train,train/images/12810_sat.jpg,train/masks/12810_mask.png
128392,train,train/images/128392_sat.jpg,train/masks/128392_mask.png
128455,train,train/images/128455_sat.jpg,train/masks/128455_mask.png
128550,train,train/images/128550_sat.jpg,train/masks/128550_mask.png
129117,train,train/images/129117_sat.jpg,train/masks/129117_mask.png
129120,train,train/images/129120_sat.jpg,train/masks/129120_mask.png
129205,train,train/images/129205_sat.jpg,train/masks/129205_mask.png
129340,train,train/images/129340_sat.jpg,train/masks/129340_mask.png
129375,train,train/images/129375_sat.jpg,train/masks/129375_mask.png
129457,train,train/images/129457_sat.jpg,train/masks/129457_mask.png
12959,train,train/images/12959_sat.jpg,train/masks/12959_mask.png
129892,train,train/images/129892_sat.jpg,train/masks/129892_mask.png
129975,train,train/images/129975_sat.jpg,train/masks/129975_mask.png
130072,train,train/images/130072_sat.jpg,train/masks/130072_mask.png
130550,train,train/images/130550_sat.jpg,train/masks/130550_mask.png
130614,train,train/images/130614_sat.jpg,train/masks/130614_mask.png
130634,train,train/images/130634_sat.jpg,train/masks/130634_mask.png
130644,train,train/images/130644_sat.jpg,train/masks/130644_mask.png
130967,train,train/images/130967_sat.jpg,train/masks/130967_mask.png
131026,train,train/images/131026_sat.jpg,train/masks/131026_mask.png
131087,train,train/images/131087_sat.jpg,train/masks/131087_mask.png
131094,train,train/images/131094_sat.jpg,train/masks/131094_mask.png
131135,train,train/images/131135_sat.jpg,train/masks/131135_mask.png
131163,train,train/images/131163_sat.jpg,train/masks/131163_mask.png
13148,train,train/images/13148_sat.jpg,train/masks/13148_mask.png
131782,train,train/images/131782_sat.jpg,train/masks/131782_mask.png
132294,train,train/images/132294_sat.jpg,train/masks/132294_mask.png
132320,train,train/images/132320_sat.jpg,train/masks/132320_mask.png
132627,train,train/images/132627_sat.jpg,train/masks/132627_mask.png
132803,train,train/images/132803_sat.jpg,train/masks/132803_mask.png
132806,train,train/images/132806_sat.jpg,train/masks/132806_mask.png
132983,train,train/images/132983_sat.jpg,train/masks/132983_mask.png
132987,train,train/images/132987_sat.jpg,train/masks/132987_mask.png
132997,train,train/images/132997_sat.jpg,train/masks/132997_mask.png
133146,train,train/images/133146_sat.jpg,train/masks/133146_mask.png
133797,train,train/images/133797_sat.jpg,train/masks/133797_mask.png
133864,train,train/images/133864_sat.jpg,train/masks/133864_mask.png
133910,train,train/images/133910_sat.jpg,train/masks/133910_mask.png
134151,train,train/images/134151_sat.jpg,train/masks/134151_mask.png
134280,train,train/images/134280_sat.jpg,train/masks/134280_mask.png
134444,train,train/images/134444_sat.jpg,train/masks/134444_mask.png
134492,train,train/images/134492_sat.jpg,train/masks/134492_mask.png
134690,train,train/images/134690_sat.jpg,train/masks/134690_mask.png
134695,train,train/images/134695_sat.jpg,train/masks/134695_mask.png
134750,train,train/images/134750_sat.jpg,train/masks/134750_mask.png
135070,train,train/images/135070_sat.jpg,train/masks/135070_mask.png
135183,train,train/images/135183_sat.jpg,train/masks/135183_mask.png
135269,train,train/images/135269_sat.jpg,train/masks/135269_mask.png
135616,train,train/images/135616_sat.jpg,train/masks/135616_mask.png
135639,train,train/images/135639_sat.jpg,train/masks/135639_mask.png
135671,train,train/images/135671_sat.jpg,train/masks/135671_mask.png
136313,train,train/images/136313_sat.jpg,train/masks/136313_mask.png
13635,train,train/images/13635_sat.jpg,train/masks/13635_mask.png
136504,train,train/images/136504_sat.jpg,train/masks/136504_mask.png
136539,train,train/images/136539_sat.jpg,train/masks/136539_mask.png
136722,train,train/images/136722_sat.jpg,train/masks/136722_mask.png
137631,train,train/images/137631_sat.jpg,train/masks/137631_mask.png
137632,train,train/images/137632_sat.jpg,train/masks/137632_mask.png
137726,train,train/images/137726_sat.jpg,train/masks/137726_mask.png
137772,train,train/images/137772_sat.jpg,train/masks/137772_mask.png
137803,train,train/images/137803_sat.jpg,train/masks/137803_mask.png
138050,train,train/images/138050_sat.jpg,train/masks/138050_mask.png
138155,train,train/images/138155_sat.jpg,train/masks/138155_mask.png
138350,train,train/images/138350_sat.jpg,train/masks/138350_mask.png
138359,train,train/images/138359_sat.jpg,train/masks/138359_mask.png
138503,train,train/images/138503_sat.jpg,train/masks/138503_mask.png
138519,train,train/images/138519_sat.jpg,train/masks/138519_mask.png
13870,train,train/images/13870_sat.jpg,train/masks/13870_mask.png
138764,train,train/images/138764_sat.jpg,train/masks/138764_mask.png
138964,train,train/images/138964_sat.jpg,train/masks/138964_mask.png
138975,train,train/images/138975_sat.jpg,train/masks/138975_mask.png
139186,train,train/images/139186_sat.jpg,train/masks/139186_mask.png
139401,train,train/images/139401_sat.jpg,train/masks/139401_mask.png
139431,train,train/images/139431_sat.jpg,train/masks/139431_mask.png
13945,train,train/images/13945_sat.jpg,train/masks/13945_mask.png
139775,train,train/images/139775_sat.jpg,train/masks/139775_mask.png
139947,train,train/images/139947_sat.jpg,train/masks/139947_mask.png
140134,train,train/images/140134_sat.jpg,train/masks/140134_mask.png
140235,train,train/images/140235_sat.jpg,train/masks/140235_mask.png
140314,train,train/images/140314_sat.jpg,train/masks/140314_mask.png
140332,train,train/images/140332_sat.jpg,train/masks/140332_mask.png
140509,train,train/images/140509_sat.jpg,train/masks/140509_mask.png
140917,train,train/images/140917_sat.jpg,train/masks/140917_mask.png
140927,train,train/images/140927_sat.jpg,train/masks/140927_mask.png
140935,train,train/images/140935_sat.jpg,train/masks/140935_mask.png
141216,train,train/images/141216_sat.jpg,train/masks/141216_mask.png
141378,train,train/images/141378_sat.jpg,train/masks/141378_mask.png
141485,train,train/images/141485_sat.jpg,train/masks/141485_mask.png
141518,train,train/images/141518_sat.jpg,train/masks/141518_mask.png
141532,train,train/images/141532_sat.jpg,train/masks/141532_mask.png
141959,train,train/images/141959_sat.jpg,train/masks/141959_mask.png
141992,train,train/images/141992_sat.jpg,train/masks/141992_mask.png
142129,train,train/images/142129_sat.jpg,train/masks/142129_mask.png
142373,train,train/images/142373_sat.jpg,train/masks/142373_mask.png
142391,train,train/images/142391_sat.jpg,train/masks/142391_mask.png
142436,train,train/images/142436_sat.jpg,train/masks/142436_mask.png
143105,train,train/images/143105_sat.jpg,train/masks/143105_mask.png
143192,train,train/images/143192_sat.jpg,train/masks/143192_mask.png
143345,train,train/images/143345_sat.jpg,train/masks/143345_mask.png
143358,train,train/images/143358_sat.jpg,train/masks/143358_mask.png
143383,train,train/images/143383_sat.jpg,train/masks/143383_mask.png
14361,train,train/images/14361_sat.jpg,train/masks/14361_mask.png
143700,train,train/images/143700_sat.jpg,train/masks/143700_mask.png
143802,train,train/images/143802_sat.jpg,train/masks/143802_mask.png
143807,train,train/images/143807_sat.jpg,train/masks/143807_mask.png
143979,train,train/images/143979_sat.jpg,train/masks/143979_mask.png
144098,train,train/images/144098_sat.jpg,train/masks/144098_mask.png
144114,train,train/images/144114_sat.jpg,train/masks/144114_mask.png
144350,train,train/images/144350_sat.jpg,train/masks/144350_mask.png
144504,train,train/images/144504_sat.jpg,train/masks/144504_mask.png
144547,train,train/images/144547_sat.jpg,train/masks/144547_mask.png
144605,train,train/images/144605_sat.jpg,train/masks/144605_mask.png
144666,train,train/images/144666_sat.jpg,train/masks/144666_mask.png
144801,train,train/images/144801_sat.jpg,train/masks/144801_mask.png
145193,train,train/images/145193_sat.jpg,train/masks/145193_mask.png
145724,train,train/images/145724_sat.jpg,train/masks/145724_mask.png
145767,train,train/images/145767_sat.jpg,train/masks/145767_mask.png
146136,train,train/images/146136_sat.jpg,train/masks/146136_mask.png
146305,train,train/images/146305_sat.jpg,train/masks/146305_mask.png
146345,train,train/images/146345_sat.jpg,train/masks/146345_mask.png
146352,train,train/images/146352_sat.jpg,train/masks/146352_mask.png
146417,train,train/images/146417_sat.jpg,train/masks/146417_mask.png
146541,train,train/images/146541_sat.jpg,train/masks/146541_mask.png
146564,train,train/images/146564_sat.jpg,train/masks/146564_mask.png
146735,train,train/images/146735_sat.jpg,train/masks/146735_mask.png
146766,train,train/images/146766_sat.jpg,train/masks/146766_mask.png
147073,train,train/images/147073_sat.jpg,train/masks/147073_mask.png
147151,train,train/images/147151_sat.jpg,train/masks/147151_mask.png
147586,train,train/images/147586_sat.jpg,train/masks/147586_mask.png
147605,train,train/images/147605_sat.jpg,train/masks/147605_mask.png
147858,train,train/images/147858_sat.jpg,train/masks/147858_mask.png
148138,train,train/images/148138_sat.jpg,train/masks/148138_mask.png
148240,train,train/images/148240_sat.jpg,train/masks/148240_mask.png
148294,train,train/images/148294_sat.jpg,train/masks/148294_mask.png
148960,train,train/images/148960_sat.jpg,train/masks/148960_mask.png
149109,train,train/images/149109_sat.jpg,train/masks/149109_mask.png
149125,train,train/images/149125_sat.jpg,train/masks/149125_mask.png
14958,train,train/images/14958_sat.jpg,train/masks/14958_mask.png
149690,train,train/images/149690_sat.jpg,train/masks/149690_mask.png
149841,train,train/images/149841_sat.jpg,train/masks/149841_mask.png
149900,train,train/images/149900_sat.jpg,train/masks/149900_mask.png
149988,train,train/images/149988_sat.jpg,train/masks/149988_mask.png
15003,train,train/images/15003_sat.jpg,train/masks/15003_mask.png
150276,train,train/images/150276_sat.jpg,train/masks/150276_mask.png
150334,train,train/images/150334_sat.jpg,train/masks/150334_mask.png
150479,train,train/images/150479_sat.jpg,train/masks/150479_mask.png
150624,train,train/images/150624_sat.jpg,train/masks/150624_mask.png
150951,train,train/images/150951_sat.jpg,train/masks/150951_mask.png
150984,train,train/images/150984_sat.jpg,train/masks/150984_mask.png
151321,train,train/images/151321_sat.jpg,train/masks/151321_mask.png
151844,train,train/images/151844_sat.jpg,train/masks/151844_mask.png
151878,train,train/images/151878_sat.jpg,train/masks/151878_mask.png
152132,train,train/images/152132_sat.jpg,train/masks/152132_mask.png
152146,train,train/images/152146_sat.jpg,train/masks/152146_mask.png
152177,train,train/images/152177_sat.jpg,train/masks/152177_mask.png
152193,train,train/images/152193_sat.jpg,train/masks/152193_mask.png
15237,train,train/images/15237_sat.jpg,train/masks/15237_mask.png
152497,train,train/images/152497_sat.jpg,train/masks/152497_mask.png
152661,train,train/images/152661_sat.jpg,train/masks/152661_mask.png
152886,train,train/images/152886_sat.jpg,train/masks/152886_mask.png
153089,train,train/images/153089_sat.jpg,train/masks/153089_mask.png
153163,train,train/images/153163_sat.jpg,train/masks/153163_mask.png
153170,train,train/images/153170_sat.jpg,train/masks/153170_mask.png
153265,train,train/images/153265_sat.jpg,train/masks/153265_mask.png
153293,train,train/images/153293_sat.jpg,train/masks/153293_mask.png
153339,train,train/images/153339_sat.jpg,train/masks/153339_mask.png
15347,train,train/images/15347_sat.jpg,train/masks/15347_mask.png
153718,train,train/images/153718_sat.jpg,train/masks/153718_mask.png
153859,train,train/images/153859_sat.jpg,train/masks/153859_mask.png
153918,train,train/images/153918_sat.jpg,train/masks/153918_mask.png
153937,train,train/images/153937_sat.jpg,train/masks/153937_mask.png
153971,train,train/images/153971_sat.jpg,train/masks/153971_mask.png
154170,train,train/images/154170_sat.jpg,train/masks/154170_mask.png
154219,train,train/images/154219_sat.jpg,train/masks/154219_mask.png
154460,train,train/images/154460_sat.jpg,train/masks/154460_mask.png
154786,train,train/images/154786_sat.jpg,train/masks/154786_mask.png
154811,train,train/images/154811_sat.jpg,train/masks/154811_mask.png
154822,train,train/images/154822_sat.jpg,train/masks/154822_mask.png
155010,train,train/images/155010_sat.jpg,train/masks/155010_mask.png
155149,train,train/images/155149_sat.jpg,train/masks/155149_mask.png
155238,train,train/images/155238_sat.jpg,train/masks/155238_mask.png
155429,train,train/images/155429_sat.jpg,train/masks/155429_mask.png
155604,train,train/images/155604_sat.jpg,train/masks/155604_mask.png
156243,train,train/images/156243_sat.jpg,train/masks/156243_mask.png
156400,train,train/images/156400_sat.jpg,train/masks/156400_mask.png
156476,train,train/images/156476_sat.jpg,train/masks/156476_mask.png
156501,train,train/images/156501_sat.jpg,train/masks/156501_mask.png
156527,train,train/images/156527_sat.jpg,train/masks/156527_mask.png
156534,train,train/images/156534_sat.jpg,train/masks/156534_mask.png
156551,train,train/images/156551_sat.jpg,train/masks/156551_mask.png
156715,train,train/images/156715_sat.jpg,train/masks/156715_mask.png
156960,train,train/images/156960_sat.jpg,train/masks/156960_mask.png
157037,train,train/images/157037_sat.jpg,train/masks/157037_mask.png
157050,train,train/images/157050_sat.jpg,train/masks/157050_mask.png
157077,train,train/images/157077_sat.jpg,train/masks/157077_mask.png
157613,train,train/images/157613_sat.jpg,train/masks/157613_mask.png
157732,train,train/images/157732_sat.jpg,train/masks/157732_mask.png
158099,train,train/images/158099_sat.jpg,train/masks/158099_mask.png
158296,train,train/images/158296_sat.jpg,train/masks/158296_mask.png
15833,train,train/images/15833_sat.jpg,train/masks/15833_mask.png
158426,train,train/images/158426_sat.jpg,train/masks/158426_mask.png
158968,train,train/images/158968_sat.jpg,train/masks/158968_mask.png
159040,train,train/images/159040_sat.jpg,train/masks/159040_mask.png
159264,train,train/images/159264_sat.jpg,train/masks/159264_mask.png
159273,train,train/images/159273_sat.jpg,train/masks/159273_mask.png
159499,train,train/images/159499_sat.jpg,train/masks/159499_mask.png
159619,train,train/images/159619_sat.jpg,train/masks/159619_mask.png
159696,train,train/images/159696_sat.jpg,train/masks/159696_mask.png
159698,train,train/images/159698_sat.jpg,train/masks/159698_mask.png
159882,train,train/images/159882_sat.jpg,train/masks/159882_mask.png
159963,train,train/images/159963_sat.jpg,train/masks/159963_mask.png
160113,train,train/images/160113_sat.jpg,train/masks/160113_mask.png
160175,train,train/images/160175_sat.jpg,train/masks/160175_mask.png
160432,train,train/images/160432_sat.jpg,train/masks/160432_mask.png
160894,train,train/images/160894_sat.jpg,train/masks/160894_mask.png
160903,train,train/images/160903_sat.jpg,train/masks/160903_mask.png
161175,train,train/images/161175_sat.jpg,train/masks/161175_mask.png
161446,train,train/images/161446_sat.jpg,train/masks/161446_mask.png
161528,train,train/images/161528_sat.jpg,train/masks/161528_mask.png
161540,train,train/images/161540_sat.jpg,train/masks/161540_mask.png
161576,train,train/images/161576_sat.jpg,train/masks/161576_mask.png
161746,train,train/images/161746_sat.jpg,train/masks/161746_mask.png
162405,train,train/images/162405_sat.jpg,train/masks/162405_mask.png
162428,train,train/images/162428_sat.jpg,train/masks/162428_mask.png
162474,train,train/images/162474_sat.jpg,train/masks/162474_mask.png
162545,train,train/images/162545_sat.jpg,train/masks/162545_mask.png
162554,train,train/images/162554_sat.jpg,train/masks/162554_mask.png
163116,train,train/images/163116_sat.jpg,train/masks/163116_mask.png
163215,train,train/images/163215_sat.jpg,train/masks/163215_mask.png
163227,train,train/images/163227_sat.jpg,train/masks/163227_mask.png
163228,train,train/images/163228_sat.jpg,train/masks/163228_mask.png
163313,train,train/images/163313_sat.jpg,train/masks/163313_mask.png
16422,train,train/images/16422_sat.jpg,train/masks/16422_mask.png
164300,train,train/images/164300_sat.jpg,train/masks/164300_mask.png
164384,train,train/images/164384_sat.jpg,train/masks/164384_mask.png
164491,train,train/images/164491_sat.jpg,train/masks/164491_mask.png
164519,train,train/images/164519_sat.jpg,train/masks/164519_mask.png
164619,train,train/images/164619_sat.jpg,train/masks/164619_mask.png
164642,train,train/images/164642_sat.jpg,train/masks/164642_mask.png
164759,train,train/images/164759_sat.jpg,train/masks/164759_mask.png
164799,train,train/images/164799_sat.jpg,train/masks/164799_mask.png
164801,train,train/images/164801_sat.jpg,train/masks/164801_mask.png
16493,train,train/images/16493_sat.jpg,train/masks/16493_mask.png
165156,train,train/images/165156_sat.jpg,train/masks/165156_mask.png
165219,train,train/images/165219_sat.jpg,train/masks/165219_mask.png
165674,train,train/images/165674_sat.jpg,train/masks/165674_mask.png
165776,train,train/images/165776_sat.jpg,train/masks/165776_mask.png
16577,train,train/images/16577_sat.jpg,train/masks/16577_mask.png
165784,train,train/images/165784_sat.jpg,train/masks/165784_mask.png
165983,train,train/images/165983_sat.jpg,train/masks/165983_mask.png
166347,train,train/images/166347_sat.jpg,train/masks/166347_mask.png
166605,train,train/images/166605_sat.jpg,train/masks/166605_mask.png
166996,train,train/images/166996_sat.jpg,train/masks/166996_mask.png
